Text,Label
".@GitaGopinath: #COVID19 has pushed the world into recession. For 2020, the economic impact of COVID-19 will be wor… https://t.co/5zRk5aEX3G",negative
Teekay Offshore Partners L.P. (TOO) Q4 2019 Earnings Call Transcript,neutral
U.S. Bonds Are A Tactical Short. https://t.co/pK5Mo7Qxt0 #investing #markets #stocks,neutral
Nutritional Outlook® Announces Winners of 2019 Best of the Industry Awards,neutral
UK seeks big tariff reductions in U.S. trade deal,neutral
Take-Two downgraded on murky game slate,negative
Funko's stock plunges 39% premarket toward near 2-yr. low after Q4 warning late Wednesday,negative
Turkey's recent maritime pact with Libya adds a snarl to eastern Mediterranean plans for gas exports https://t.co/uAxhGwAqIo,neutral
Paige Thomas Appointed President of Saks OFF 5TH,neutral
Malaysia's Mahathir clarifies comments on AirAsia,neutral
TJX Companies +1% after comparable sales impress,positive
S&P 500 and Down down 0.1%,negative
Deutsche Bank Adds Capital Group as Investor in Lift for Sewing,neutral
Target steps up same-day delivery options,neutral
McDonald : Statement of Changes in Beneficial Ownership #McDonalds #Stock #MarketScreener https://t.co/wenQ4xK31f https://t.co/UhFOTIt5dx,neutral
The Federal Reserve's rescue of the overnight lending market appears to be having an unintended side effect: it's j… https://t.co/8Ko2fxHj7W,negative
$KFY - Korn Ferry -2.4% on weak margins https://t.co/DW3Z3lK3PM,negative
"Canada Goose sees hit to 2020 profit, sales from coronavirus",negative
$LDOS - Leidos bull positive on DoE contract win https://t.co/KCDOa63aHE,positive
James A. Balfanz Named CEO of City Year  https://t.co/grrygcvywi,neutral
The Federal Reserve on Monday rolled out an extraordinary array of programs to backstop an economy reeling from res… https://t.co/uCAEJ41Rzs,neutral
Colombia Faces More Protests as Police Tactics Enrage Marchers,neutral
Apple forecasts 100M+ 5G iPhone sales - report,positive
T-Mobile's outgoing CEO John Legere says he 'was never having discussions to run WeWork',neutral
When you've lost Tom Lee...,neutral
Spence Mullis Named Community Banker of the Year  https://t.co/SkrzZxjwMg,neutral
Protolabs Reports Financial Results for the Fourth Quarter and Full Year 2019,neutral
Ecolab Named to CDP Water Security A List for Sustainable Water Management,neutral
Twilio Inc. Full-Year Results Just Came Out: Here's What Analysts Are Forecasting For Next Year,neutral
$LJPC - La Jolla Pharma to reassess development of LJPC-401 https://t.co/sJITlHYGuz,negative
$FLOW: SPX FLOW confirms deal to sell substantial portion of former Power and Energy reportable segment to Apollo... https://t.co/THAiKLuD8X,neutral
Amazon sues U.S. over loss of Pentagon cloud deal to Microsoft https://t.co/LkW7j36pGn,negative
Transocean started at sell with $3 stock price target at Deutsche Bank,negative
Ray Dalio fires back over hedge fund's reported $1.5B bet https://t.co/U12LP0cw9z via @FoxBusiness https://t.co/IOQZUBGFlf,neutral
$MDCO  https://t.co/iVoLZncc9i,neutral
California Intensifies Fossil Fuel Fight With Drilling Ban,negative
China’s Rate Cut Also An Insurance Policy As Hong Kong Crisis Worsens,neutral
Stock Market Update: Novartis acquires The Medicines Co. for nearly $10 billion,neutral
$DBB - DBB: Renewed Weakness Driven By Zinc's Micro Fragility. Read more: https://t.co/nJrtsL0NJO #stocks #economy #trading,neutral
Cambrian Innovation Acquires Baswood and Accelerates Progress Toward Sustainable Industrial Wastewater Management,neutral
$ANGO - AngioDynamics +4% premarket on Q3 beat; 2020 guidance withdrawn https://t.co/BqOiDItlb7,positive
ICYMI,neutral
"Defying Soft Automotive Market, Outsell Closes 2019 With 16 Percent Direct Revenue Increase https://t.co/ruN4jJnIXG",positive
"Welcome back, Wall Street! @JimCramer and @byKatherineRoss are breaking down all the latest on the markets and the… https://t.co/lzJSAKAv7s",neutral
Did IDEX Corporation's (NYSE:IEX) Recent Earnings Growth Beat The Trend?,neutral
"Why I'm Cutting Netflix -- and Millions of Americans Might, Too",negative
Renascor Resources : Change of Director's Interest Notice 3Y RK #RenascorResources #Stock #MarketScreener… https://t.co/GhZJcJ7UkK,neutral
Video of Serena Williams & Olympia Dancing to Pampers’ “Wild Child Wiggle” Available on Business Wire’s Website,neutral
3Y Auction Tails On Muted Buyer Demand Despite Unlimited Fed QE  https://t.co/5jkVn4FpFL,negative
How conservation investment could be a lifeline for endangered species https://t.co/GnpuFvx9ir,neutral
"Powell Admits ""Low Rates Are Not A Choice Any More"", Says QE Will Be Used In Next Downturn | #FreeZeroHedge https://t.co/RFVxk9uMth",neutral
New York Fed to start publishing SOFR averages in March https://t.co/O0sIXhkddG,neutral
American Express offers sign-up bonuses to lure new merchants into accepting its cards,neutral
Trevena reports results from special population studies for oliceridine,neutral
OneWater Marine prices IPO at bottom of recently lowered range,neutral
Dow down over 500 points on fears about economic impact of deadly China coronavirus. https://t.co/N98FL8OzXG https://t.co/aQSepuWLn1,negative
"Nigeria's petroleum bill to be passed by mid-2020, says oil minister #economy #MarketScreener… https://t.co/iTMZMP6wLO",neutral
Yeah $DIS  12/20 $150C @1.16 entry got 5. Reason is look at the inside day hammer today. Looking like we’re gonna break upwards.,positive
Boeing to give Southwest board 737 MAX update this week,neutral
Byron Wien: Coronavirus causes 'maximum level of uncertainty' but won't trigger recession https://t.co/HzOJ2Nca7p,neutral
PG&E Appoints Industrial Safety Expert Francisco Benavides as Chief Safety Officer,neutral
"Amazon $AMZN, for the first time, directly links comments by @realDonaldTrump to the award of the contract to Micro… https://t.co/vuQvHTMP3M",neutral
"OPEC, Russia and other oil producing nations have agreed to deeper production cuts in an attempt to support crude p… https://t.co/yY5TKhHz8Z",positive
BJ's Wholesale Q3 total revenue $3.32 bln vs. $3.22 bln a year ago; FactSet consensus $3.30 bln,positive
$TXRH - Texas Roadhouse declares $0.30 dividend https://t.co/54tmS0jkFJ,neutral
WeWork set to lay off thousands - NYT,negative
McDonald's Tells Investors to Expect More Cash Returns,neutral
"Market participants submitted bids for nearly twice what was on offer in the Fed’s 42-day term repo operation, whic… https://t.co/qIqTKdQtpk",neutral
$TEUM - Pareteum +8% after CEO termination https://t.co/a4kFbWyQ6N,positive
$PKX - POSCO: Taking Patent Dynamics Into Account. Keep reading: https://t.co/edHOSGnhH8 #markets #economy #finance,neutral
J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,positive
India's Paytm raises $1 billion in fresh funding #economy #MarketScreener https://t.co/jsVtGdJvN3 https://t.co/g4fPvXDbrB,neutral
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,positive
$MNK - Mallinckrodt shares halted pending news https://t.co/tggPnb7aal,neutral
Insider Weekends: John Malone Purchases $75 Million Of Discovery. Get more updates here: https://t.co/LViwlOMqpM… https://t.co/Z5a4sKLcRI,neutral
Billionaire Nelson Peltz's Trian Partners saw its portfolio of investments decline by more than 16% in March https://t.co/OpWUjehvwp,negative
50 $SPY PUTS DAYTRADE 4/6 $258P .36 AVG,negative
October Credit Card Usage Surges To All Time HIgh As Americans Regain Their Spending Mojo https://t.co/chtJ2kmqyk,positive
A toxic foam caused by sewage overflow is settling on roads and water in New Delhi https://t.co/5oEvBRtZVg,neutral
Coloplast ASB reports Q1 results,neutral
EverQuote the only financial gainer; FinVolution Group and Yiren Digital among losers,neutral
"$LYFT - Lyft Has 99 Problems, But This Ain't One. https://t.co/I9yToDTye5 #markets #stockmarket #stocks",neutral
"Hedge Funds Are Crazy About Assertio Therapeutics, Inc. (ASRT)",positive
Hedge Funds Open Kimono: 5 Best Media Stocks To Buy,neutral
What’s Better Than a Valentine Card? A Valentine Biscuit!,neutral
$SGEN: Seattle Genetics: Health Canada has approved the supplemental New Drug Submission that expands the use of... https://t.co/rHk5Gxvlyv,neutral
Fortress Seeks $1 Billion for Transportation Firm Trac,neutral
"Home Depot sales miss, shares plunge",negative
$MRNA trademark - WUHAN CORONA VAX https://t.co/0Dd4ke2Jar,neutral
"“There is a perception among investors that these protests will fizzle out,” one executive says. https://t.co/iMZUORoQ2X",neutral
WATCH: News conference is held in Washington to introduce the turkeys that will receive a presidential pardon https://t.co/fBOaUvIYMN,neutral
U.K. labor market freezes during Brexit and election uncertainty https://t.co/CXASj1Hyna,negative
"Dragon Seats Enters Partnership to Provide Custom, Heated Benches for XFL’s DC Defenders",neutral
"BioHiTech Global EPS misses by $0.11, misses on revenue",negative
FCA Investigates Fraud in Collapse of Two Listed Companies,negative
New York Times Q4 EPS 41 cents vs. 33 cents,positive
Materials Up As Investors Hedge On Pandemic Outlook -- Materials Roundup #economy #MarketScreener… https://t.co/lEkrDPdD4c,positive
The latest online-induced panic shows how viral Facebook posts can stoke paranoia and make people believe that spot… https://t.co/Og1beDnJot,neutral
"Chegg EPS beats by $0.06, beats on revenue",positive
Does adidas AG's (ETR:ADS) CEO Salary Reflect Performance?,neutral
Stock Market Update: Stock market set for higher open despite relative weakness in retailers,positive
Mr. Greens Announces Acquisition of Cawoods Produce,neutral
$TRGP rising late w/ another 800 Jan $37 calls trading,positive
U.S. jobs growth beats expectations for January,positive
"Number of movies on Netflix: 2014: 6,494 2019: 3,849 Number of TV titles: 2014: 1,609 2019: 1,784 https://t.co/B0H11sJAfM",neutral
Tyson Foods Q1 international/other sales rose 220% to $498 mln,positive
U.S. trade deficit in goods drops to $63.2 billion in November,positive
Novo Nordisk downgraded by UBS on concerns over drug launch cost,negative
Oil Begins To Move Lower – Will Our Predictions Come True?,negative
Banca Carige S p A Cassa di Risparmio di Genova e Imperia : Ordinary Shareholders' Meeting... #Stock... https://t.co/5wiIhJSPgD,neutral
Adnan Syed Will Not Get New Trial As Supreme Court Rejects 'Serial' Case,neutral
"Both sides confirm U.S./China ""phase one"" deal",neutral
Highlight: 'We're really in this for the long run' One Medical CEO Amir Dan Rubin says about announcing their IPO... https://t.co/UWmcKv0INF,neutral
Efforts to save South African Airways by placing it into bankruptcy protection hit a snag https://t.co/ptXgcTsac7,negative
$ETSY 37 to 43,neutral
Here's the latest on the 2020 presidential race and what to watch today https://t.co/bqcNCYePt3,neutral
$WDC holding up well and hits @MarketSmith Scan #IBDPartner remains solid over 65.25 @InvestorsBusinessDaily... https://t.co/pMhjILOK3Q,neutral
"U.S. Treasury liquidity on the mend, but without Fed remains fragile #economy #MarketScreener… https://t.co/7ln9zZHPwN",neutral
"No, you're not watching an episode of Black Mirror. @MIT's mini cheetah robots can run, jump, trot, back-flip and… https://t.co/shjMusuIoy",neutral
"Trump says he talked about interest rates, dollar strength with Powell",neutral
S&P 500 erases 2020 gains on concern the spread of the coronavirus will slam global economic growth... https://t.co/KFdhjTRC01,negative
Never Mind Canada’s Bank Stocks as Traders Bet on Life Insurers,neutral
Treasury Sets Stage for 20-Year Bond Reboot to Start in May,neutral
- Time: 15:00  #Stock #MarketScreener https://t.co/99IOCFohM3 https://t.co/ZfDyZZkp55,neutral
ESG Strategies May Help Investors Beat Market Returns,neutral
Navios Maritime Acquisition reports Q4 results,neutral
California governor rejects $13.5 billion PG&E settlement,negative
1 Great Reason to Claim Social Security Benefits as Early as You Can,neutral
Brussels Edition: Truce Offerings to Trump,neutral
"BrightView Reports First Quarter Fiscal 2020 Results, Reaffirms Full Year Fiscal 2020 Guidance",neutral
Highlight: House Democrats announce two articles of impeachment. “The question is have they persuaded the American… https://t.co/wzRtmMNfIj,neutral
How Trump's trade war is hurting swing states https://t.co/cwagyBCUsZ by @rickjnewman https://t.co/sanXxpy2gT,neutral
"Trade update, Toll Brothers earnings, impeachment watch: 3 things to watch in the markets on Monday https://t.co/kHJvfXou5N",neutral
"EUR/USD, Tuesday forecast, November 19",neutral
"Highlight: “I love making movies that make people feel good,” @candacecbure says on working with Hallmark and holid… https://t.co/jGW1xpPZmC",neutral
"U.S. consumers fear for jobs, debt payments because of coronavirus: New York Fed survey https://t.co/rKzcOAejIE https://t.co/q1H7vftWjJ",negative
$DIS - Disney -1.5% as Wells moves to side on parks worries https://t.co/KpVmXMYUHb,negative
Sienna Cancer Diagnostics : Key Terms of CEO/Managing Director Employment Contract #SiennaCancerDiagnostics #Stock… https://t.co/g0J3hXxRYg,neutral
CNA Financial Corp (CNA) Q4 2019 Earnings Call Transcript,neutral
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,positive
Johnson Races to Pass U.K. Terror Law Before Next Convict Freed,neutral
"Botswana Sells Rights to Kill Elephants for $43,000 Per Head",neutral
"CEE MARKETS-Currencies weaker, stocks grind higher amid U.S.-China trade hope",neutral
Deadly gas explosion in Slovakia kills at least five https://t.co/8E8Vbxqqdo,neutral
Audi : customer team wins Formula E season opener #AUDI #Stock #MarketScreener https://t.co/EMsluCp49r https://t.co/jFm2rbyiHw,neutral
Is iRobot Corporation's (NASDAQ:IRBT) ROE Of 13% Impressive?,neutral
Santa Monica hotel built without permits can remain open,neutral
Cybersecurity experts launch Crosspoint Capital Partners,neutral
$XOM - Exxon Beaumont cuts run rates until product demand improves https://t.co/hOE7FBC87Y,neutral
TJX's stock falls 1.3% premarket ahead of Q3 results,negative
"Amazon Announces First-Ever ‘Amazon Future Engineer Teacher of the Year Awards,’ Awarding Seven All-Star Teachers $25,000 Prize Packages for Exemplar Work with Students Across the Country",neutral
Brasileiro S A Petrobras : Petrobras on oil production in April  #Stock #MarketScreener… https://t.co/5eyTJr9IM7,neutral
OPEC's New Year's Gift To Oil Bulls. Follow this and any other stock on Seeking Alpha! https://t.co/D0ihnpJvHE #business #finance #markets,positive
FirstFarms A/S (CPH:FFARMS) Delivered A Weaker ROE Than Its Industry,negative
Stock market news live: Stocks hit record highs after China announces plans to cut tariffs on $75 billion in US goods,positive
NZD/USD Falls to 3-Month Low Ahead of RBNZ Rate Decision -- Market Talk #currency #MarketScreener… https://t.co/TgxQvugcIx,negative
�� Here's why Trump Tower is now one of the least-desirable luxury buildings in NYC https://t.co/1OOQHhju0F,neutral
Does Chorus Aviation's (TSE:CHR) Share Price Gain of 76% Match Its Business Performance?,neutral
"US President Trump's reelection campaign ran more than 6,000 Facebook ads mentioning impeachment during the first w… https://t.co/9iTISFVTtt",neutral
"'Priceless' Jewelry, Artifacts Stolen From German Museum",neutral
Crown Prince Mohammed bin Salman is reportedly unhappy with progress on the country's move away from oil https://t.co/MQN6G8XlSt,neutral
"Yemen Oil and Gas Market, Size, Share, Outlook and Growth Opportunities, 2016-2019 & 2020-2026 -… https://t.co/sj5UE2gMCh",neutral
$GM - Morgan Stanley sees GM doubling in bull case scenario https://t.co/uNK2xzGQuq,positive
"Dow futures up 73 points, or 0.3%; S&P 500 futures rise 8 points, or 0.2%",positive
Here's Why TORC Oil & Gas (TSE:TOG) Has A Meaningful Debt Burden,neutral
"{Free} Macro Week in Review/Preview November 22, 2019, on the blog and here https://t.co/EzxLmLjLsJ $SPY $IWM $QQQ… https://t.co/viMn7UvGjV",neutral
Mid-Afternoon Market Update: Dow Tumbles More Than 500 Points; World Wrestling Entertainment Shares Plummet,negative
$EXP - Eagle Materials declares $0.10 dividend https://t.co/dDmFghmIrA,neutral
Imagine Holding Dacian Gold (ASX:DCN) Shares While The Price Zoomed 377% Higher,neutral
"While Risks Remain, VBI Vaccines Stock Is a Buy at Today’s Prices",positive
A global glut of LNG might force U.S. export plants to go idle https://t.co/X6YbpYenvU,negative
Home Depot Falls Sharply After Release of 3rd-Quarter Results,negative
$SBUX - Starbucks Likely Range Bound After Inconclusive Q4 2019 Earnings. Sign up for updates on Seeking Alpha!… https://t.co/I9CAnlrces,negative
Here's Why Athenex Stock Is Sliding Today,negative
Government data showed hiring saw the biggest surge in 10 months in November. Employers added a much stronger-than-… https://t.co/vGvxANUBQE,positive
Fed's Rosengren says U.S. unlikely to have economic downturn in 2020,positive
Want to see holograms overlayed on the world around you? Microsoft has made its augmented reality device — HoloLens… https://t.co/51qLbTU6x1,neutral
Futures traders are no longer fully pricing in a quarter-point cut from the Federal Reserve next year after the U.S… https://t.co/iiGPzuKrF6,neutral
Breakingviews - Fashion’s climate Frankenstein has no off-switch - Reuters,neutral
5G : wins CRN award and new Indirect Sales Channel #5G #Stock #MarketScreener https://t.co/yzofoF2baW https://t.co/936LUQtzWD,neutral
"Auto Expo 2020: Now, Volkswagen Says India’s Electric Vehicle Market Isn’t Viable Yet",neutral
"RECAP 12/10 TRUMPSAYS:
 It will be the best and most important trade deal ever made by the USA.

Live Breaking trad… https://t.co/ZCqU2TAQTe",neutral
AbbVie Wows Again With Q4 Results,neutral
"Stock market news: November 18, 2019",neutral
Canada’s Labor Market Picks Up Steam for Second Month,positive
"IHS Markit sees lower risk of global recession, while U.S. growth is expected to slow next year",neutral
Novartis has agreed to buy Medicines Co. in a $6.8 billion deal https://t.co/CLYLXTAIhr,neutral
$GOOG $GOOGL - Google rivals want EU to investigate vacation rentals https://t.co/8nXAOxhcqG,neutral
Revance files U.S. application for frown line treatment; shares up 3% premarket,positive
Sanders Ties Buttigieg to Billionaires: Campaign Update,neutral
Transurban Group reports 1H results,neutral
Influential U.S. doctors group calls for ban on vaping products,negative
EUR/USD Bearish Impulse And Flag Aims at 1.0940 Target,negative
GlobalSCAPE declares $3.35 special dividend,neutral
Morgan Stanley joins mortgage sector bulls,positive
"CNBC-TV18 Market Highlights: Sensex ends 163 points higher, Nifty holds 12,100; PSU bank index up 2.6% - CNBCTV18",positive
Thieves made off with jewelry and artifacts worth a reported $1.1 billion after an early-morning burglary at a Germ… https://t.co/a5j7a9evKs,neutral
Uber stock price target raised to $52 from $50 at Wedbush,positive
PG&E Plays Its $13.5 Billion Hole Card,neutral
$OPXS - Optex Systems Holdings reports Q1 results https://t.co/Ns6y09FqSD,neutral
Blackstone set for good return through $2.7bn FGL buyout by Fidelity National,neutral
"Goldman says political gridlock to propel stocks in 2020: 'United we fall, divided we rise' https://t.co/RPvJ5SFALC",positive
$JAN crazy move in pre-market. Pivot points on chart. https://t.co/TMpQ1C0LDl,neutral
Hong Kong's Politicized Economy,neutral
"Toyota keeps China plant output stopped through February 16 as virus hits supply, logistics",negative
The manager of some of the largest investment funds in Canada is favoring European and Asian stocks over North Amer… https://t.co/sG706aE3Fj,neutral
Why Synaptics Stock Popped Today,positive
What does Britain want from trade deal with United States?,neutral
India Asks IndiGo to Gradually Ground Unmodified A320neo Planes,neutral
"$VRNS - Varonis Systems, Inc. 2019 Q4 - Results - Earnings Call Presentation. https://t.co/nyoAzUyvoP #finance #stockmarket #economy",neutral
Western Union selects AWS as preferred cloud,neutral
President Trump expected to release $4.8 trillion 2021 budget,neutral
Arguably The Ultimate Long Term Stock Investment Portfolio For My Young Kids. Get more updates here:… https://t.co/QDrRypxEbE,neutral
"The New York Fed said it will shrink its repurchase agreement operations further, starting with Friday's overnight… https://t.co/eAhxhyAocY",neutral
Navarro says he's qualified to disagree with Fauci on coronavirus medication: 'I'm a social scientist' https://t.co/0ceRFHm25C,neutral
Cordy Oilfield Services reports Q3 results,neutral
$PLSQF - Plus500 rockets 40% as revenue soars nearly 500% in Q1 https://t.co/crEe69V9uS,positive
"Make the Most of Your Retirement with These Top-Ranked Mutual Funds - February 07, 2020",neutral
Costco shares fall 1.9% as analysts view latest quarter as good but not stellar,negative
$ACB (+0.4% pre) Aurora Cannabis sets early conversion price - SA https://t.co/3CJO7WKWyx,positive
"More than half of Generation Z is already saving for a home, according to Bank of America's 2019 Fall Homebuyer Ins… https://t.co/G20gBc8DMo",neutral
Microsoft updates terms on data privacy amid EU probe,neutral
"Some jobless Americans will start seeing heftier unemployment checks as soon as this week, depending on where they… https://t.co/AHIHmzM836",negative
Restaurant Brands International : Burger King says it never promised Impossible Whoppers w...â€¦ https://t.co/lglPK2jij4,neutral
"Monetary policy is in the 'right place', Fed's Williams says",neutral
Exclusive: Ryanair marketing chief Kenny Jacobs to leave company https://t.co/nwgXVhuG1c https://t.co/9GGfRVYiTb,neutral
Geely and Volvo Cars chairman proposes merging groups https://t.co/87Yr5Dsbqy,neutral
NVIDIA : Shares up 5%; Morgan Stanley Upgrades to Overweight #NVIDIA #Stock #MarketScreener https://t.co/YeynnTYOiH https://t.co/Le1UySQ7qW,positive
McDonald's settles class action lawsuit,positive
"4-Day Programme: The Mini MBA for In-house Lawyers (London, United Kingdom - June 23-26, 2020) -… https://t.co/uS6RlMdbRv",neutral
$WWE - WWE -3.1% amid two-notch cut at Wells Fargo https://t.co/bXmi4CknQL,negative
Russia was banned from hosting Olympic and World Cup events for the next 4 years over its doping scandal https://t.co/TZjDQVr3iB,neutral
New Leak Shows Operating Manuals For 'Re-education Camps' For Chinese Muslims In Xinjiang Region https://t.co/wbCcrnS9KU,neutral
San Jose Water Files Application for Investment in Advanced Metering Infrastructure https://t.co/epwLO7RJwJ,neutral
Stocks retreat from records at the open after jobs report,negative
"It’s a big week for the U.S. consumer, and not just because of the annual retail extravaganza of Black Friday https://t.co/1vRRvGmpg4",neutral
"Bunch of brick and mortar retailers up 15-25% today

Sustainable... (sarcasm font)",positive
#HunterBiden is just killing my life .... it's so hard to be White now in America ..... it's like being William hun… https://t.co/uHk95qx1Ig,neutral
New Liberty Street Economics analysis takes a look at who is bearing the burden of high tariffs on Chinese goods. https://t.co/MQpEQXRVdu,neutral
UPDATE 1-Singapore's Pavilion cancels U.S. LNG cargo loading as market faces oversupply,neutral
Paying off debt versus investing the money is a common problem for U.S. households. Here's how to handle it. https://t.co/9qZ0pPYTbu,neutral
Charles Schwab to buy TD Ameritrade for $26 billion,neutral
3 Top Value Stocks to Buy in February,neutral
You never know when you're going to have to tap into your emergency fund. Here's how much money you should have in… https://t.co/uTQozBgz8K,neutral
Equinor swings to surprise loss; impairments total $1.4B,negative
$DHF - BNY Mellon High Yield Strategies Fund declares $0.0215 dividend https://t.co/AH81aIYEqb,neutral
"Macerich FFO in-line, beats on revenue",positive
News Highlights : Top Company News of the Day #NewsHighlights #economy #MarketScreener https://t.co/rkztU3tFkv https://t.co/LUPOLDNtFt,neutral
Marchex to Attend at Roth Corporate Access Event https://t.co/l9kObTTJFR,neutral
"Dow adds over 1,600 points as investors hope coronavirus cases have peaked https://t.co/fXwSUpuj54",positive
"Americans are increasingly worried about losing their jobs and expect to curb their growth in spending, according t… https://t.co/mcMHW1AzyL",negative
"Philippine Stocks May Pick Up Into Year-End on Profits, GDP",positive
Can You Take Out Multiple Personal Loans at the Same Time?,neutral
UPDATE 3-UK's Johnson drops corporate tax cut plan in bid to woo voters,neutral
"""The fact that the public market rejected the private market valuation on WeWork, I think was a very healthy develo… https://t.co/eVo36teP8g",neutral
$NSSC: Napco Security Systems sees Q3 revs below consensus https://t.co/UllrqyQtlU,negative
CoreLogic Reports February Home Prices Increased by 4.1% Year Over Year https://t.co/AfjHcwfb5n https://t.co/DPrLjn1AK8,positive
CRISPR Therapeutics down 4% premarket on initial CTX001 data,negative
$CCL $RCL $NCLH - Saudis take stake in Carnival Corp. - shares up 27% https://t.co/N6fXBcFuEV,positive
"$BAYRY $BAYZF - Bayer, plaintiffs agree to postpone glyphosate lawsuits for settlement talks https://t.co/qVd2jpfZtC",positive
Hopes Dim for Broad Deal on Global Carbon Market at UN Talks,negative
"Trump Impeachment Drama Not Changing Minds, New Polls Show",neutral
Trading of Own Shares for Treasury Month: January 2020  #Stock #MarketScreener https://t.co/tW02ga4gHQ https://t.co/OjXKmfOETD,neutral
U.S. housing market regaining steam; manufacturing stabilizing,positive
Behind hedge fund Bridgewater’s massive bet on a stock-market decline https://t.co/kkrYY3BhcY,negative
Idorsia reports Q4 results,neutral
Beam Therapeutics prices upsized IPO at $17,neutral
DMPI,neutral
Steven Cohen's Top 5 Buys in the 3rd Quarter,neutral
Top Trump Adviser Says U.K. Slips Behind EU in Trade Priorities,neutral
European stocks decline amid weak data and coronavirus concerns,negative
Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,positive
Federal Reserve System publishes annual financial statements: https://t.co/TjqI5AXBCq,neutral
Hedge Funds Are Cashing Out Of Watsco Inc (WSO),negative
$SOR - Source Capital declares $0.25 dividend https://t.co/112pQyzJpo,neutral
"$PH - After A 20% Gain, Parker-Hannifin Is No Longer Attractive. Follow this and any other stock on Seeking Alpha!… https://t.co/ULf43yNaUz",negative
European markets soar after Boris Johnson's victory,positive
"Avoid These 3 Mutual Fund Misfires - November 25, 2019",neutral
Britain's Aston Martin talking to investors as reviews funding,neutral
Strong Quake Sends People Out of Malls in South Philippines,neutral
Hexagon AB (publ) (STO:HEXA B): Should The Recent Earnings Drop Worry You?,neutral
IGL: Strategic Acquisition of Salmat Marketing Solutions #Salmat #Stock #MarketScreener https://t.co/I2ddCrNdik https://t.co/bgGx6OKoTE,neutral
"Germany Announces ""Limitless"" Aid Program For Small Business: SBA Are You Listening?  https://t.co/VnhWTOsNUo",neutral
"UK lawmaker blames HSBC, Standard Chartered, Bank of Baroda in South Africa corruption",negative
"LATEST: House Democrats plan a vote next week on the U.S.-Mexico-Canada free-trade agreement.

Pelosi says the amen… https://t.co/AA8kt2AgrD",neutral
Why I Fear This Bear Rally. https://t.co/X1NQekCltO #investing #business #stockmarket,neutral
Okta +1.9% as new bull sees entry point,positive
Is Now The Time To Look At Buying Brookdale Senior Living Inc. (NYSE:BKD)?,neutral
100% Correct!,neutral
Strike On Tuesday Looms For Canadian National After Teamsters Sends Notice To Company,neutral
OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China https://t.co/j0mzuBmQbk,negative
Estee Lauder Q2 sales $4.62 bln vs. $4.01 bln; FactSet consensus $4.35 bln,positive
Timken declares $0.28 dividend,neutral
Brent +4%,positive
"Canadian ministers meet with CN Rail, union as strike looms",neutral
"World Coal Association : CCS regains momentum, but more ambition is needed #WorldCoalAssociation #economy… https://t.co/H1mhT5NaSu",neutral
"Networks, once criticized for giving Trump free airtime, are cutting back because his rallies don't draw the same a… https://t.co/vftidtYXGl",neutral
Boris Johnson suggests the chances of London's Heathrow airport building a third runway anytime soon are lowÂ https://t.co/oKOQhfeRUy,neutral
"Honda Motor EPS misses by ¥10.43, beats on revenue",neutral
"Tesla shares rise as Musk says Cybertruck orders hit 200,000",positive
#FridayReads: Thinking about joining the remote workforce? Our own project consultant Courtney Obi shares her five… https://t.co/vTaytywtq3,neutral
"The 1960s sexual revolution may have played a role in the cancer's rise, a researcher said.  https://t.co/WeUxfWHXjw",neutral
Fashion star Jane Shepherdson joins clothing rental start-up https://t.co/t0GZQaQybl,neutral
"Highlight: “Based on the long term picture of crude oil… it’s all pointing to a very bearish picture,” @spyjared sa… https://t.co/Gr2SNNpCOz",neutral
"Honda raises profit forecast, sticks to Wuhan plant schedule",positive
L Brands stock price target cut to $16 from $20 at Wedbush,negative
UPDATE 1-California sues e-cigarette maker Juul for selling nicotine products to youth,negative
First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend,neutral
$ETN - Eaton offloads auto fluid conveyance business https://t.co/6IakZmzNb1,neutral
Is Otter Tail Corporation's (NASDAQ:OTTR) High P/E Ratio A Problem For Investors?,neutral
UK housing market on hold due to coronavirus crisis - Halifax https://t.co/8D4d4gglsF https://t.co/VTgijLEfGA,negative
Hong Kong’s Pro-Democracy Candidates Poised to Win Majority https://t.co/eqVNozsPw0,neutral
"Blue collar boom? College grads, baby boomers big winners in Trump's economy",neutral
$DVAX - Dynavax Technologies (DVAX) Investor Presentation - Slideshow. Keep reading: https://t.co/0PSKHmnw4g #finance #trading #stockmarket,neutral
Navy Secretary Fired Over SEAL Controversy https://t.co/oyXk25M11F,neutral
Electric-Car Onset Leaves Lubricant Industry Facing Kodak’s Fate,neutral
Gold Price Forecast – Gold Markets Rally Into The Weekend,positive
The 5 Best Tech Stocks of the Decade,neutral
Hedge Funds Dropped The Ball On Servicesource International Inc (SREV),neutral
At the open (2/10/2020),neutral
Researchers designed a thumb-sized patch — containing 50 million stem cells — that can be implanted onto a heart at… https://t.co/3SvlVbbpK3,neutral
Rally goes on as China cuts U.S. tariffs,positive
"Cadillac has big changes ahead, including new model names and electrification by 2030",neutral
UPDATE 2-China cbank warns high financial risks amid rising economic headwinds,negative
